customer_id,lifetime_spend,order_frequency,segment
CUST002201,89765.29,4,VIP
CUST002202,151626.49000000002,5,VIP
CUST002203,286489.32,8,VIP
CUST002204,141858.55,6,VIP
CUST002205,105422.53,4,VIP
CUST002206,73732.91,3,VIP
CUST002207,130252.14,4,VIP
CUST002208,178959.03,6,VIP
CUST002209,37531.229999999996,2,VIP
CUST002210,27677.99,1,VIP
CUST002211,53507.13,2,VIP
CUST002212,89286.35,3,VIP
CUST002213,55292.16,3,VIP
CUST002214,121025.98999999999,5,VIP
CUST002215,81825.20999999999,2,VIP
CUST002216,130517.48999999999,4,VIP
CUST002217,96906.31,4,VIP
CUST002218,142985.46000000002,6,VIP
CUST002219,212153.55,9,VIP
CUST002220,202815.28,8,VIP
CUST002221,108511.4,5,VIP
CUST002222,84933.17000000001,2,VIP
CUST002223,22669.12,2,VIP
CUST002224,239894.85,8,VIP
CUST002225,61533.01,3,VIP
CUST002226,76049.96,4,VIP
CUST002227,37724.28,2,VIP
CUST002228,84935.16,4,VIP
CUST002229,81599.19,3,VIP
CUST002230,20499.2,2,VIP
CUST002231,28416.22,2,VIP
CUST002232,104579.45,3,VIP
CUST002233,137796.38,5,VIP
CUST002234,188508.47,6,VIP
CUST002235,67209.54000000001,2,VIP
CUST002236,70878.52,5,VIP
CUST002237,91297.09999999999,6,VIP
CUST002238,61085.9,3,VIP
CUST002239,80416.87,3,VIP
CUST002240,122334.34,6,VIP
CUST002241,86849.47,4,VIP
CUST002242,15363.740000000002,2,VIP
CUST002243,105824.41,4,VIP
CUST002244,77784.29000000001,3,VIP
CUST002245,131479.07,5,VIP
CUST002246,214602.39,7,VIP
CUST002247,11709.06,1,VIP
CUST002248,85051.34,5,VIP
CUST002249,93624.12000000001,3,VIP
CUST002250,46313.770000000004,2,VIP
CUST002251,103259.48999999999,3,VIP
CUST002252,60616.03999999999,3,VIP
CUST002253,149340.13,6,VIP
CUST002254,110824.51,8,VIP
CUST002255,131697.95,4,VIP
CUST002256,49599.81,2,VIP
CUST002257,110452.2,3,VIP
CUST002258,123150.68,4,VIP
CUST002259,116906.95999999999,4,VIP
CUST002260,24302.34,1,VIP
CUST002261,261955.56,11,VIP
CUST002262,138381.85,5,VIP
CUST002263,171789.56,7,VIP
CUST002264,62733.74,4,VIP
CUST002265,159531.98,6,VIP
CUST002266,97409.38,3,VIP
CUST002267,3208.48,1,High Value
CUST002268,145238.71,4,VIP
CUST002270,128181.98,5,VIP
CUST002271,42997.22,2,VIP
CUST002272,212660.86000000002,7,VIP
CUST002273,110466.66,3,VIP
CUST002274,197636.18,7,VIP
CUST002275,8864.66,2,VIP
CUST002276,85454.48000000001,2,VIP
CUST002277,52640.119999999995,2,VIP
CUST002278,43028.520000000004,2,VIP
CUST002279,104583.04000000001,3,VIP
CUST002280,57437.78,4,VIP
CUST002281,63799.33,4,VIP
CUST002282,133094.29,4,VIP
CUST002283,240810.87,8,VIP
CUST002284,103448.91,4,VIP
CUST002285,227713.99,10,VIP
CUST002286,76842.19,3,VIP
CUST002287,109231.21,4,VIP
CUST002288,114240.34,4,VIP
CUST002289,212450.56,6,VIP
CUST002290,41842.3,4,VIP
CUST002291,30891.77,1,VIP
CUST002292,54206.36,3,VIP
CUST002293,112412.48999999999,5,VIP
CUST002294,235635.41,10,VIP
CUST002295,25013.78,1,VIP
CUST002296,204326.24,7,VIP
CUST002297,104773.55,3,VIP
CUST002298,75316.03,3,VIP
CUST002299,151423.61,5,VIP
CUST002300,27711.219999999998,2,VIP
CUST002301,146362.96,5,VIP
CUST002302,113668.69,6,VIP
CUST002303,51810.770000000004,3,VIP
CUST002304,201455.88999999998,10,VIP
CUST002305,232032.36000000002,8,VIP
CUST002306,181239.02,8,VIP
CUST002307,76170.38,5,VIP
CUST002308,94300.49,5,VIP
CUST002309,137523.41,4,VIP
CUST002310,11270.35,1,VIP
CUST002311,141081.31,7,VIP
CUST002312,98403.73000000001,4,VIP
CUST002313,43131.1,2,VIP
CUST002314,258185.24,8,VIP
CUST002315,216703.97,9,VIP
CUST002316,64090.76,3,VIP
CUST002317,86642.75,4,VIP
CUST002318,175801.12,6,VIP
CUST002319,73138.14,2,VIP
CUST002320,100445.69,3,VIP
CUST002321,151206.44,7,VIP
CUST002322,49525.04,1,VIP
CUST002323,121694.3,6,VIP
CUST002324,22896.35,2,VIP
CUST002325,63066.490000000005,3,VIP
CUST002326,68168.94,2,VIP
CUST002327,96564.45,4,VIP
CUST002328,196570.11,7,VIP
CUST002329,98278.77,4,VIP
CUST002330,2932.13,1,High Value
CUST002331,61786.03,2,VIP
CUST002332,54506.5,3,VIP
CUST002333,151932.23,5,VIP
CUST002334,114933.48000000001,4,VIP
CUST002335,54828.97,4,VIP
CUST002336,86070.28,3,VIP
CUST002337,38673.04,2,VIP
CUST002338,92886.13,3,VIP
CUST002339,152231.8,6,VIP
CUST002340,73547.89,2,VIP
CUST002341,196709.08,6,VIP
CUST002342,68965.25,4,VIP
CUST002343,260633.3,8,VIP
CUST002344,49927.729999999996,2,VIP
CUST002345,29093.23,3,VIP
CUST002346,34995.07,1,VIP
CUST002347,105402.28,3,VIP
CUST002348,61527.32,3,VIP
CUST002349,193279.5,5,VIP
CUST002350,145026.93,6,VIP
CUST002351,241601.51,8,VIP
CUST002352,67553.13,3,VIP
CUST002353,112222.46,6,VIP
CUST002354,83369.09,5,VIP
CUST002355,31591.84,3,VIP
CUST002356,108929.85,5,VIP
CUST002357,29879.38,2,VIP
CUST002358,120136.75,7,VIP
CUST002359,141100.19,5,VIP
CUST002361,190111.2,5,VIP
CUST002362,128792.43000000001,4,VIP
CUST002363,78382.4,4,VIP
CUST002364,105743.75,4,VIP
CUST002365,114486.47,3,VIP
CUST002366,232069.0,8,VIP
CUST002367,26318.170000000002,2,VIP
CUST002368,93438.91,5,VIP
CUST002369,146780.49,5,VIP
CUST002370,148906.57,6,VIP
CUST002371,120838.43,8,VIP
CUST002372,5303.11,1,VIP
CUST002373,70928.28,3,VIP
CUST002374,137933.77000000002,4,VIP
CUST002375,52423.21,2,VIP
CUST002376,132206.49,5,VIP
CUST002377,31709.44,1,VIP
CUST002378,30794.96,1,VIP
CUST002379,137785.2,7,VIP
CUST002380,153552.8,6,VIP
CUST002381,150917.22,4,VIP
CUST002382,121121.23,6,VIP
CUST002383,38841.22,1,VIP
CUST002384,158196.01,6,VIP
CUST002385,201488.21,7,VIP
CUST002386,216805.34,7,VIP
CUST002387,47624.490000000005,2,VIP
CUST002388,64563.020000000004,3,VIP
CUST002389,284570.47,9,VIP
CUST002390,131972.24,4,VIP
CUST002391,155192.1,8,VIP
CUST002392,85803.58,3,VIP
CUST002393,106503.38,5,VIP
CUST002394,140325.81,5,VIP
CUST002395,89471.47,2,VIP
CUST002396,73437.9,4,VIP
CUST002397,15003.55,2,VIP
CUST002398,80096.42,5,VIP
CUST002399,42653.09,3,VIP
CUST002400,43921.35,2,VIP
CUST002401,77114.26000000001,4,VIP
CUST002402,90611.09000000001,3,VIP
CUST002403,147843.44,6,VIP
CUST002404,140877.47,4,VIP
CUST002405,31087.539999999997,4,VIP
CUST002406,197156.8,8,VIP
CUST002407,174469.12,7,VIP
CUST002408,75394.56,3,VIP
CUST002409,75488.44,3,VIP
CUST002410,49694.51,3,VIP
CUST002411,109970.23,4,VIP
CUST002412,203878.02000000002,7,VIP
CUST002413,170571.46,5,VIP
CUST002414,51370.96,3,VIP
CUST002415,39801.25,3,VIP
CUST002416,148927.38,6,VIP
CUST002417,95229.16,4,VIP
CUST002418,190257.66,8,VIP
CUST002419,121051.0,4,VIP
CUST002420,88172.28,2,VIP
CUST002421,52571.55,2,VIP
CUST002422,6639.1,1,VIP
CUST002423,84871.04999999999,4,VIP
CUST002424,139418.28,5,VIP
CUST002425,14358.41,2,VIP
CUST002426,127930.62,7,VIP
CUST002427,147795.16,4,VIP
CUST002428,165356.88,5,VIP
CUST002429,158646.28,7,VIP
CUST002430,36361.36,3,VIP
CUST002431,96480.57999999999,4,VIP
CUST002432,95917.69,5,VIP
CUST002433,75254.57,3,VIP
CUST002434,71827.84,4,VIP
CUST002435,20458.0,1,VIP
CUST002436,35730.04,3,VIP
CUST002437,136185.37,3,VIP
CUST002438,158731.72,5,VIP
CUST002439,139717.69999999998,7,VIP
CUST002440,83614.34,3,VIP
CUST002441,148792.06,6,VIP
CUST002442,156421.24,6,VIP
CUST002443,75834.20000000001,3,VIP
CUST002444,142486.55,6,VIP
CUST002445,107526.14,6,VIP
CUST002446,8000.1,1,VIP
CUST002447,57727.06,2,VIP
CUST002448,37289.94,2,VIP
CUST002449,122286.67,4,VIP
CUST002450,132391.16,4,VIP
CUST002451,75320.2,4,VIP
CUST002452,82125.66,4,VIP
CUST002453,22909.23,2,VIP
CUST002454,41790.94,3,VIP
CUST002455,133517.59999999998,4,VIP
CUST002456,115956.38,4,VIP
CUST002457,204559.91,6,VIP
CUST002458,49154.369999999995,2,VIP
CUST002459,128731.41,7,VIP
CUST002460,210272.43,9,VIP
CUST002461,85742.28,3,VIP
CUST002462,33010.020000000004,3,VIP
CUST002463,124556.54000000001,6,VIP
CUST002464,116422.75,6,VIP
CUST002465,103026.44,4,VIP
CUST002466,18687.01,1,VIP
CUST002467,96940.0,3,VIP
CUST002468,127383.20999999999,5,VIP
CUST002469,129497.78,3,VIP
CUST002470,41503.44,3,VIP
CUST002471,93024.63999999998,4,VIP
CUST002472,162221.07,6,VIP
CUST002473,125621.4,3,VIP
CUST002474,148012.62,6,VIP
CUST002475,91972.08,5,VIP
CUST002476,77731.86,3,VIP
CUST002477,209825.89,7,VIP
CUST002478,111712.6,6,VIP
CUST002479,97061.61,4,VIP
CUST002480,80279.28,3,VIP
CUST002481,172181.43,5,VIP
CUST002482,152717.44,7,VIP
CUST002483,55846.66,3,VIP
CUST002484,185869.4,5,VIP
CUST002485,114329.95,5,VIP
CUST002486,32309.57,1,VIP
CUST002487,130377.34,5,VIP
CUST002488,60664.82,3,VIP
CUST002489,146713.88,5,VIP
CUST002490,12079.83,2,VIP
CUST002491,137524.1,4,VIP
CUST002492,55348.770000000004,3,VIP
CUST002493,102226.35,4,VIP
CUST002494,172724.27000000002,7,VIP
CUST002495,69959.89,3,VIP
CUST002496,65261.94,4,VIP
CUST002497,110721.12999999999,4,VIP
CUST002498,93714.07,2,VIP
CUST002499,65344.55,3,VIP
CUST002500,190375.91999999998,6,VIP
CUST002501,25052.48,2,VIP
CUST002502,41641.03,1,VIP
CUST002503,30910.1,4,VIP
CUST002504,108987.12,4,VIP
CUST002505,66249.29,3,VIP
CUST002506,89439.72,4,VIP
CUST002507,68661.92,3,VIP
CUST002508,37460.369999999995,2,VIP
CUST002509,37742.56,5,VIP
CUST002510,84739.99,4,VIP
CUST002511,78569.16,2,VIP
CUST002512,50812.409999999996,2,VIP
CUST002513,43043.73,3,VIP
CUST002514,141268.65,5,VIP
CUST002515,83656.23000000001,4,VIP
CUST002516,195254.18,8,VIP
CUST002517,157954.16,6,VIP
CUST002518,117040.23999999999,6,VIP
CUST002519,169852.06,8,VIP
CUST002520,87356.07,6,VIP
CUST002521,102833.85,5,VIP
CUST002522,91598.88,2,VIP
CUST002523,94167.26000000001,6,VIP
CUST002524,96158.31999999999,3,VIP
CUST002525,168476.23,6,VIP
CUST002526,136305.24,5,VIP
CUST002527,223046.52000000002,8,VIP
CUST002528,114757.63999999998,5,VIP
CUST002529,47653.15,1,VIP
CUST002530,170906.41999999998,5,VIP
CUST002531,174504.02000000002,7,VIP
CUST002532,81600.60999999999,3,VIP
CUST002533,103515.45000000001,5,VIP
CUST002534,74275.41,5,VIP
CUST002535,41082.11,4,VIP
CUST002537,163322.59999999998,5,VIP
CUST002538,77312.97,3,VIP
CUST002539,82493.43,4,VIP
CUST002540,178014.31,6,VIP
CUST002541,39378.24,1,VIP
CUST002542,75095.35,3,VIP
CUST002543,154592.29,5,VIP
CUST002544,98737.07999999999,3,VIP
CUST002545,68228.6,3,VIP
CUST002546,81759.61,7,VIP
CUST002547,56487.35,3,VIP
CUST002548,66559.59,2,VIP
CUST002549,101994.85,4,VIP
CUST002550,117868.93000000001,5,VIP
CUST002551,130963.43000000001,4,VIP
CUST002552,106120.19,4,VIP
CUST002553,74795.55,3,VIP
CUST002554,176298.3,6,VIP
CUST002555,42142.369999999995,4,VIP
CUST002556,174588.66999999998,5,VIP
CUST002557,112607.95,4,VIP
CUST002558,76217.36,3,VIP
CUST002559,61201.74,5,VIP
CUST002560,200617.96,10,VIP
CUST002561,130839.95999999999,5,VIP
CUST002562,76588.32,4,VIP
CUST002563,101295.1,3,VIP
CUST002564,47676.07,1,VIP
CUST002565,80412.19,3,VIP
CUST002566,115066.03,4,VIP
CUST002567,94993.03,4,VIP
CUST002568,101339.98,4,VIP
CUST002569,57271.020000000004,2,VIP
CUST002570,76469.14,3,VIP
CUST002571,153384.57,6,VIP
CUST002572,66535.72,4,VIP
CUST002573,129351.42,3,VIP
CUST002574,92332.37,3,VIP
CUST002575,76573.63,2,VIP
CUST002576,43191.03,3,VIP
CUST002577,227198.25,7,VIP
CUST002578,142771.97,4,VIP
CUST002579,141281.37,6,VIP
CUST002580,92827.87,3,VIP
CUST002581,183863.76,9,VIP
CUST002582,57680.87,3,VIP
CUST002583,89407.58,4,VIP
CUST002584,128599.26,5,VIP
CUST002585,36715.94,2,VIP
CUST002586,68792.85,2,VIP
CUST002587,278817.82,10,VIP
CUST002588,195877.45,6,VIP
CUST002589,146307.24,6,VIP
CUST002590,56284.96,2,VIP
CUST002591,164985.35,4,VIP
CUST002592,45747.62,2,VIP
CUST002593,264740.34,10,VIP
CUST002594,171353.22999999998,7,VIP
CUST002595,99237.22,3,VIP
CUST002596,6844.52,1,VIP
CUST002598,84717.81,2,VIP
CUST002599,32876.28,3,VIP
CUST002600,27447.289999999997,2,VIP
CUST002601,34659.47,3,VIP
CUST002602,145338.51,6,VIP
CUST002603,136017.8,5,VIP
CUST002604,78069.79,3,VIP
CUST002605,191025.84,6,VIP
CUST002606,123540.64,5,VIP
CUST002607,93003.25,3,VIP
CUST002608,72596.06999999999,4,VIP
CUST002609,170692.57,6,VIP
CUST002610,126764.61,6,VIP
CUST002611,121615.43,4,VIP
CUST002612,69072.19,5,VIP
CUST002613,57039.67999999999,2,VIP
CUST002614,172679.66999999998,6,VIP
CUST002615,14583.08,3,VIP
CUST002616,61260.3,2,VIP
CUST002617,137100.04,3,VIP
CUST002618,65398.100000000006,3,VIP
CUST002619,13479.64,1,VIP
CUST002621,32846.9,2,VIP
CUST002622,25887.94,5,VIP
CUST002623,123947.51999999999,7,VIP
CUST002624,198463.31,9,VIP
CUST002625,57501.630000000005,3,VIP
CUST002626,66138.15,3,VIP
CUST002627,41074.990000000005,2,VIP
CUST002628,88580.13,4,VIP
CUST002629,302071.06,8,VIP
CUST002630,105330.74,3,VIP
CUST002631,48661.340000000004,2,VIP
CUST002632,23942.17,1,VIP
CUST002633,40032.0,5,VIP
CUST002634,189781.14,6,VIP
CUST002635,125569.07999999999,4,VIP
CUST002636,54053.229999999996,3,VIP
CUST002637,144032.57,5,VIP
CUST002638,214238.6,11,VIP
CUST002639,64435.35,5,VIP
CUST002640,120060.86,6,VIP
CUST002641,94671.64,4,VIP
CUST002642,36927.27,1,VIP
CUST002643,137087.57,6,VIP
CUST002644,88252.42,4,VIP
CUST002645,179458.11,5,VIP
CUST002646,40192.11,1,VIP
CUST002647,145914.94,5,VIP
CUST002648,131482.78,4,VIP
CUST002649,84332.43,3,VIP
CUST002650,84103.51,2,VIP
CUST002651,56243.78,2,VIP
CUST002652,106268.58,4,VIP
CUST002653,215740.19,6,VIP
CUST002654,59278.99,3,VIP
CUST002655,73506.82,4,VIP
CUST002656,53116.82,3,VIP
CUST002657,36912.61,2,VIP
CUST002658,146131.89,5,VIP
CUST002659,253491.81,10,VIP
CUST002660,111407.85,6,VIP
CUST002661,67581.93,4,VIP
CUST002662,116456.22,4,VIP
CUST002663,112584.23000000001,4,VIP
CUST002664,95740.41,4,VIP
CUST002665,89118.81,4,VIP
CUST002666,71547.15,5,VIP
CUST002667,214327.83000000002,7,VIP
CUST002668,104459.62,4,VIP
CUST002669,63483.97,3,VIP
CUST002670,78296.84,3,VIP
CUST002671,50320.79,2,VIP
CUST002672,111467.53,5,VIP
CUST002673,46971.46,2,VIP
CUST002674,164543.56,5,VIP
CUST002675,100847.76,4,VIP
CUST002676,112098.68,4,VIP
CUST002677,133220.8,4,VIP
CUST002678,77034.39000000001,4,VIP
CUST002680,120498.49,4,VIP
CUST002681,67157.26,5,VIP
CUST002682,144031.39,6,VIP
CUST002683,147030.44,4,VIP
CUST002684,24013.95,2,VIP
CUST002685,158567.02,6,VIP
CUST002686,113610.83,6,VIP
CUST002687,81546.29000000001,3,VIP
CUST002689,84474.91,3,VIP
CUST002690,131943.24,5,VIP
CUST002691,120970.68,6,VIP
CUST002692,116203.49,5,VIP
CUST002693,20075.1,1,VIP
CUST002694,131666.77000000002,4,VIP
CUST002695,63008.76,3,VIP
CUST002696,175058.19,6,VIP
CUST002697,154085.41,5,VIP
CUST002698,228631.38,7,VIP
CUST002699,52020.19,3,VIP
CUST002700,99028.66,3,VIP
CUST002701,96433.31999999999,5,VIP
CUST002702,207927.56,7,VIP
CUST002703,45741.84,1,VIP
CUST002704,130774.45,5,VIP
CUST002705,84100.95999999999,4,VIP
CUST002706,2041.42,2,High Value
CUST002707,119686.8,5,VIP
CUST002708,100315.41,5,VIP
CUST002709,142946.06,4,VIP
CUST002710,222500.52,7,VIP
CUST002711,539.57,1,Mid Value
CUST002714,96975.63,7,VIP
CUST002715,189251.64,7,VIP
CUST002716,146253.47999999998,7,VIP
CUST002717,123877.73,5,VIP
CUST002718,181132.09,6,VIP
CUST002719,148085.37,4,VIP
CUST002720,186889.51,6,VIP
CUST002721,119030.11,5,VIP
CUST002722,49242.28,3,VIP
CUST002723,72924.62,2,VIP
CUST002724,22973.16,1,VIP
CUST002725,34781.39,2,VIP
CUST002726,121272.92,5,VIP
CUST002727,136274.83000000002,4,VIP
CUST002728,147632.78999999998,5,VIP
CUST002729,60346.27,3,VIP
CUST002730,97008.03,5,VIP
CUST002731,66325.15,3,VIP
CUST002732,79819.61,5,VIP
CUST002733,49696.25,1,VIP
CUST002734,82172.38,5,VIP
CUST002735,102672.75,4,VIP
CUST002736,138284.78999999998,7,VIP
CUST002737,142720.01,8,VIP
CUST002738,98406.47,3,VIP
CUST002739,138598.8,4,VIP
CUST002740,67717.23,3,VIP
CUST002741,39184.84,1,VIP
CUST002742,152328.71000000002,5,VIP
CUST002743,11001.14,2,VIP
CUST002744,183996.38,7,VIP
CUST002745,33608.34,2,VIP
CUST002746,122242.24,4,VIP
CUST002747,93057.45999999999,3,VIP
CUST002748,124455.01999999999,4,VIP
CUST002749,139068.29,3,VIP
CUST002750,57260.05,3,VIP
CUST002751,190538.85,5,VIP
CUST002752,118864.20999999999,5,VIP
CUST002753,98498.41,5,VIP
CUST002754,90165.23999999999,3,VIP
CUST002755,74041.01999999999,3,VIP
CUST002756,31016.47,2,VIP
CUST002757,32091.84,3,VIP
CUST002758,86016.45,3,VIP
CUST002759,172034.86,5,VIP
CUST002760,97982.98999999999,3,VIP
CUST002761,116419.36,4,VIP
CUST002762,73456.98999999999,3,VIP
CUST002763,97621.46,4,VIP
CUST002764,50598.979999999996,2,VIP
CUST002765,66585.47,3,VIP
CUST002766,44262.94,5,VIP
CUST002767,197628.06,7,VIP
CUST002768,134879.24,7,VIP
CUST002769,63155.86,3,VIP
CUST002770,19446.489999999998,2,VIP
CUST002771,229651.56,6,VIP
CUST002772,64026.96000000001,3,VIP
CUST002773,116704.13,6,VIP
CUST002774,73029.98000000001,2,VIP
CUST002775,257921.38,11,VIP
CUST002776,8006.92,1,VIP
CUST002777,143970.48,6,VIP
CUST002778,126669.56,4,VIP
CUST002779,133864.4,4,VIP
CUST002780,126364.92,6,VIP
CUST002781,84211.55,4,VIP
CUST002782,130699.15,4,VIP
CUST002783,67464.75,2,VIP
CUST002784,25437.4,2,VIP
CUST002785,265434.17,8,VIP
CUST002786,124777.65,6,VIP
CUST002787,130006.95999999999,4,VIP
CUST002788,50389.22,2,VIP
CUST002789,119038.75,5,VIP
CUST002790,189311.03,7,VIP
CUST002791,11321.89,1,VIP
CUST002792,229427.26,7,VIP
CUST002793,178968.77,6,VIP
CUST002794,47086.33,1,VIP
CUST002795,159611.78,7,VIP
CUST002796,177580.22999999998,5,VIP
CUST002797,177542.52,6,VIP
CUST002798,155480.91,6,VIP
CUST002799,126339.82,5,VIP
CUST002800,31854.77,2,VIP
CUST002801,41164.7,3,VIP
CUST002802,59074.6,3,VIP
CUST002803,103593.67,6,VIP
CUST002804,52781.5,3,VIP
CUST002805,73423.18,3,VIP
CUST002806,158580.03,8,VIP
CUST002807,166502.74,7,VIP
CUST002808,101496.89,4,VIP
CUST002809,50086.729999999996,3,VIP
CUST002810,130138.32999999999,4,VIP
CUST002811,86694.54999999999,3,VIP
CUST002812,15225.54,1,VIP
CUST002813,35704.47,2,VIP
CUST002814,64162.91,3,VIP
CUST002815,117944.38,6,VIP
CUST002816,76706.86,4,VIP
CUST002817,109156.84,5,VIP
CUST002818,147480.86000000002,6,VIP
CUST002819,17244.72,2,VIP
CUST002820,157609.73,6,VIP
CUST002821,53681.19,2,VIP
CUST002822,92133.09,4,VIP
CUST002823,60735.89,2,VIP
CUST002824,91176.59,4,VIP
CUST002825,100951.68,4,VIP
CUST002826,170559.61,7,VIP
CUST002827,68901.16,4,VIP
CUST002828,76247.3,5,VIP
CUST002829,74227.8,4,VIP
CUST002830,148547.35,6,VIP
CUST002831,41641.57,2,VIP
CUST002832,81090.34,2,VIP
CUST002833,112769.41,3,VIP
CUST002834,145896.62,5,VIP
CUST002835,81672.75,4,VIP
CUST002836,39660.65,2,VIP
CUST002837,98117.24,3,VIP
CUST002838,111952.22,4,VIP
CUST002839,106254.86,4,VIP
CUST002840,127659.12,8,VIP
CUST002841,138584.74,6,VIP
CUST002842,38068.19,1,VIP
CUST002843,32903.04,2,VIP
CUST002844,90162.42,2,VIP
CUST002845,137354.11000000002,4,VIP
CUST002846,245897.8,9,VIP
CUST002847,64744.630000000005,4,VIP
CUST002848,71202.49,4,VIP
CUST002849,100715.79000000001,5,VIP
CUST002850,74771.09,2,VIP
CUST002851,121537.43000000001,3,VIP
CUST002852,74464.48999999999,2,VIP
CUST002853,32432.56,1,VIP
CUST002855,70253.59,2,VIP
CUST002856,76914.38,3,VIP
CUST002857,105885.51999999999,3,VIP
CUST002858,82402.92,4,VIP
CUST002859,99264.07,4,VIP
CUST002860,182060.13,7,VIP
CUST002861,55488.32,3,VIP
CUST002862,149866.85,6,VIP
CUST002863,55257.96000000001,5,VIP
CUST002864,83906.06,4,VIP
CUST002865,181972.68,6,VIP
CUST002866,132348.06,4,VIP
CUST002867,98261.19,4,VIP
CUST002868,63407.52,4,VIP
CUST002869,45597.58,4,VIP
CUST002870,64201.91,3,VIP
CUST002871,114546.02,3,VIP
CUST002872,31548.19,1,VIP
CUST002873,87611.15,2,VIP
CUST002874,126680.17,4,VIP
CUST002875,148798.3,9,VIP
CUST002876,82713.56,4,VIP
CUST002877,82269.03,3,VIP
CUST002878,77551.2,2,VIP
CUST002879,46967.6,5,VIP
CUST002880,148025.87,4,VIP
CUST002881,177529.91999999998,7,VIP
CUST002882,96865.19,8,VIP
CUST002883,130586.17,5,VIP
CUST002884,258626.61,7,VIP
CUST002885,127001.41,4,VIP
CUST002886,86747.16,4,VIP
CUST002887,99776.08,3,VIP
CUST002888,64749.45,3,VIP
CUST002889,157295.83,5,VIP
CUST002890,180054.41,6,VIP
CUST002891,53315.520000000004,3,VIP
CUST002892,90086.24,3,VIP
CUST002893,108989.8,3,VIP
CUST002894,181114.99,5,VIP
CUST002895,228256.12,7,VIP
CUST002896,47685.37,5,VIP
CUST002897,162216.95,8,VIP
CUST002898,123371.14,7,VIP
CUST002899,128005.07999999999,6,VIP
CUST002900,103128.31,4,VIP
CUST002901,102136.88,4,VIP
CUST002902,22775.2,2,VIP
CUST002903,160327.06,7,VIP
CUST002904,47092.08,2,VIP
CUST002905,46934.009999999995,2,VIP
CUST002906,74924.98,4,VIP
CUST002907,166981.22,7,VIP
CUST002908,89272.70999999999,4,VIP
CUST002909,53212.51,3,VIP
CUST002910,128516.38,5,VIP
CUST002911,132491.34,6,VIP
CUST002912,169467.17,8,VIP
CUST002913,80421.9,2,VIP
CUST002914,70940.18999999999,3,VIP
CUST002915,59144.53,2,VIP
CUST002916,69987.1,2,VIP
CUST002917,136619.61,3,VIP
CUST002918,97442.99,3,VIP
CUST002919,229247.34,7,VIP
CUST002920,146378.83000000002,5,VIP
CUST002921,201602.21,7,VIP
CUST002922,109567.95999999999,4,VIP
CUST002923,12602.51,2,VIP
CUST002924,32813.64,2,VIP
CUST002925,77462.48,4,VIP
CUST002926,148541.89,5,VIP
CUST002927,79025.66,5,VIP
CUST002928,51979.740000000005,2,VIP
CUST002929,41815.59,1,VIP
CUST002930,146396.79,5,VIP
CUST002931,173191.71,5,VIP
CUST002932,205956.79,6,VIP
CUST002933,141270.52000000002,6,VIP
CUST002934,113235.1,3,VIP
CUST002935,101384.84,4,VIP
CUST002936,109881.6,4,VIP
CUST002937,75243.8,2,VIP
CUST002938,31728.0,2,VIP
CUST002939,123406.06,4,VIP
CUST002940,106405.0,4,VIP
CUST002941,22660.9,1,VIP
CUST002942,77987.94,4,VIP
CUST002943,47949.41,2,VIP
CUST002944,69766.12,2,VIP
CUST002945,101114.72,4,VIP
CUST002946,135746.07,7,VIP
CUST002947,47207.62,2,VIP
CUST002948,90780.13,4,VIP
CUST002949,120161.72,4,VIP
CUST002950,79475.24,3,VIP
CUST002951,110762.47,5,VIP
CUST002952,186976.28,7,VIP
CUST002953,145231.1,6,VIP
CUST002954,108118.09,3,VIP
CUST002955,76517.21,3,VIP
CUST002956,71017.51,4,VIP
CUST002957,184867.09,7,VIP
CUST002958,96067.77,4,VIP
CUST002959,117063.98999999999,5,VIP
CUST002960,127052.15,6,VIP
CUST002961,44947.3,1,VIP
CUST002962,156741.43,5,VIP
CUST002963,49948.34,1,VIP
CUST002964,148860.01,4,VIP
CUST002965,105049.24,4,VIP
CUST002966,77794.64,4,VIP
CUST002967,146651.77,6,VIP
CUST002968,62357.07000000001,3,VIP
CUST002969,42565.33,1,VIP
CUST002970,124582.45999999999,6,VIP
CUST002971,153725.0,5,VIP
CUST002972,139523.44999999998,6,VIP
CUST002973,53164.5,2,VIP
CUST002974,74044.46,2,VIP
CUST002975,39325.83,2,VIP
CUST002976,74513.45999999999,3,VIP
CUST002977,36632.130000000005,2,VIP
CUST002978,80711.9,3,VIP
CUST002980,36996.46,1,VIP
CUST002981,113298.48000000001,3,VIP
CUST002982,150386.22999999998,4,VIP
CUST002983,23934.07,1,VIP
CUST002984,157820.12,5,VIP
CUST002985,160372.02000000002,6,VIP
CUST002986,37024.4,1,VIP
CUST002987,130049.15000000001,4,VIP
CUST002988,247601.74,7,VIP
CUST002989,98198.18,4,VIP
CUST002990,124515.23999999999,4,VIP
CUST002991,193222.03,8,VIP
CUST002992,122553.26,5,VIP
CUST002993,96108.16,3,VIP
CUST002994,268276.61,9,VIP
CUST002995,10821.16,1,VIP
CUST002996,100217.34,5,VIP
CUST002997,81420.89,4,VIP
CUST002998,37827.259999999995,2,VIP
CUST002999,143284.45,7,VIP
CUST003000,85790.04000000001,6,VIP
CUST003001,64755.06,2,VIP
CUST003002,121030.26,5,VIP
CUST003003,65914.52,2,VIP
CUST003004,117880.84,4,VIP
CUST003005,19693.22,1,VIP
CUST003006,82409.82,4,VIP
CUST003007,109936.26,4,VIP
