item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM_000481,ORD_00187,PROD_023,2,46.78,10
ITEM_000482,ORD_00188,PROD_026,1,293.6,15
ITEM_000483,ORD_00189,PROD_025,4,292.63,5
ITEM_000484,ORD_00189,PROD_001,5,183.94,15
ITEM_000485,ORD_00190,PROD_044,3,574.18,0
ITEM_000486,ORD_00190,PROD_028,5,372.13,10
ITEM_000487,ORD_00190,PROD_007,3,164.38,20
ITEM_000488,ORD_00190,PROD_044,4,453.22,20
ITEM_000489,ORD_00191,PROD_045,5,596.03,10
ITEM_000490,ORD_00191,PROD_001,-5,501.54,0
ITEM_000491,ORD_00192,PROD_044,1,275.88,5
ITEM_000492,ORD_00192,PROD_003,3,28.86,0
ITEM_000493,ORD_00192,PROD_043,1,537.97,5
ITEM_000494,ORD_00192,PROD_046,5,575.31,0
ITEM_000495,ORD_00193,PROD_042,4,346.15,5
ITEM_000496,ORD_00193,PROD_017,1,187.32,0
ITEM_000497,ORD_00194,PROD_045,3,543.48,10
ITEM_000498,ORD_00194,PROD_005,3,177.21,0
ITEM_000499,ORD_00194,PROD_004,4,166.07,10
ITEM_000500,ORD_00194,PROD_032,2,587.96,5
ITEM_000501,ORD_00195,PROD_007,2,99.17,15
ITEM_000502,ORD_00195,PROD_007,2,548.88,10
ITEM_000503,ORD_00195,PROD_005,1,349.24,10
ITEM_000504,ORD_00195,PROD_032,-4,102.08,0
ITEM_000505,ORD_00196,PROD_045,4,207.95,15
ITEM_000506,ORD_00197,PROD_050,5,302.05,15
ITEM_000507,ORD_00198,PROD_001,1,239.89,15
ITEM_000508,ORD_00198,PROD_023,1,210.06,10
ITEM_000509,ORD_00198,PROD_042,4,68.04,20
ITEM_000510,ORD_00198,PROD_030,3,459.87,10
ITEM_000511,ORD_00199,PROD_025,2,401.53,10
ITEM_000512,ORD_00199,PROD_041,4,417.97,15
ITEM_000513,ORD_00200,PROD_009,4,35.88,0
ITEM_000514,ORD_00201,PROD_035,4,391.39,15
ITEM_000515,ORD_00201,PROD_029,5,580.45,0
ITEM_000516,ORD_00202,PROD_047,3,40.05,0
ITEM_000517,ORD_00203,PROD_044,5,524.07,20
ITEM_000518,ORD_00203,PROD_015,2,556.02,0
ITEM_000519,ORD_00204,PROD_031,4,545.7,20
ITEM_000520,ORD_00204,PROD_042,1,91.36,5
ITEM_000521,ORD_00205,PROD_007,3,281.87,5
ITEM_000522,ORD_00206,PROD_039,1,482.52,5
ITEM_000523,ORD_00207,PROD_048,2,411.86,10
ITEM_000524,ORD_00208,PROD_021,5,504.31,5
ITEM_000525,ORD_00209,PROD_005,5,85.64,5
ITEM_000526,ORD_00210,PROD_036,2,111.53,5
ITEM_000527,ORD_00210,PROD_007,5,477.77,20
ITEM_000528,ORD_00210,PROD_002,4,529.58,0
ITEM_000529,ORD_00210,PROD_006,-1,428.44,20
ITEM_000530,ORD_00211,PROD_050,4,293.47,5
ITEM_000531,ORD_00211,PROD_018,2,321.01,15
ITEM_000532,ORD_00211,PROD_040,2,419.63,20
ITEM_000533,ORD_00212,PROD_006,4,381.91,10
ITEM_000534,ORD_00212,PROD_036,3,152.85,0
ITEM_000535,ORD_00213,PROD_049,5,592.27,20
ITEM_000536,ORD_00214,PROD_043,4,136.74,0
ITEM_000537,ORD_00214,PROD_010,2,415.87,15
ITEM_000538,ORD_00215,PROD_003,2,46.61,10
ITEM_000539,ORD_00215,PROD_017,3,210.56,15
ITEM_000540,ORD_00215,PROD_004,1,556.04,5
ITEM_000541,ORD_00215,PROD_032,2,316.22,0
ITEM_000542,ORD_00216,PROD_021,4,260.15,10
ITEM_000543,ORD_00216,PROD_021,2,148.25,5
ITEM_000544,ORD_00217,PROD_015,2,58.01,20
ITEM_000545,ORD_00217,PROD_028,4,99.79,20
ITEM_000546,ORD_00217,PROD_024,4,94.8,5
ITEM_000547,ORD_00217,PROD_013,3,211.5,0
ITEM_000548,ORD_00218,PROD_030,3,283.27,5
ITEM_000549,ORD_00219,PROD_039,2,106.72,20
ITEM_000550,ORD_00219,PROD_036,2,515.18,0
ITEM_000551,ORD_00219,PROD_032,4,519.39,5
ITEM_000552,ORD_00220,PROD_047,4,265.44,5
ITEM_000553,ORD_00220,PROD_038,2,145.11,20
ITEM_000554,ORD_00220,PROD_001,2,259.4,0
ITEM_000555,ORD_00220,PROD_047,1,464.63,0
ITEM_000556,ORD_00221,PROD_045,5,495.46,15
ITEM_000557,ORD_00221,PROD_036,4,455.55,15
ITEM_000558,ORD_00221,PROD_019,2,154.85,0
ITEM_000559,ORD_00221,PROD_020,1,109.65,15
ITEM_000560,ORD_00222,PROD_009,4,526.41,15
ITEM_000561,ORD_00223,PROD_046,3,385.54,0
ITEM_000562,ORD_00223,PROD_022,4,325.59,10
ITEM_000563,ORD_00224,PROD_040,3,332.32,5
ITEM_000564,ORD_00224,PROD_022,1,445.42,0
ITEM_000565,ORD_00224,PROD_044,5,227.93,0
ITEM_000566,ORD_00224,PROD_030,1,377.19,10
ITEM_000567,ORD_00225,PROD_046,2,54.2,5
ITEM_000568,ORD_00225,PROD_016,2,330.69,15
ITEM_000569,ORD_00225,PROD_045,5,137.73,5
ITEM_000570,ORD_00226,PROD_033,3,412.93,10
ITEM_000571,ORD_00226,PROD_023,1,279.66,20
ITEM_000572,ORD_00226,PROD_031,5,430.25,20
ITEM_000573,ORD_00227,PROD_044,4,568.04,0
ITEM_000574,ORD_00227,PROD_030,2,66.08,15
ITEM_000575,ORD_00227,PROD_005,2,78.98,10
ITEM_000576,ORD_00228,PROD_014,2,319.6,0
ITEM_000577,ORD_00229,PROD_035,4,560.06,15
ITEM_000578,ORD_00229,PROD_048,3,392.14,10
ITEM_000579,ORD_00229,PROD_015,2,503.44,20
ITEM_000580,ORD_00230,PROD_042,4,392.94,10
ITEM_000581,ORD_00230,PROD_045,4,325.15,20
ITEM_000582,ORD_00230,PROD_037,4,92.19,10
ITEM_000583,ORD_00231,PROD_024,3,582.87,0
ITEM_000584,ORD_00231,PROD_030,2,574.39,20
ITEM_000585,ORD_00232,PROD_012,5,506.01,5
ITEM_000586,ORD_00232,PROD_003,2,596.36,20
ITEM_000587,ORD_00233,PROD_012,4,135.02,0
ITEM_000588,ORD_00233,PROD_010,3,233.16,20
ITEM_000589,ORD_00234,PROD_002,5,251.67,15
ITEM_000590,ORD_00234,PROD_021,2,106.29,20
ITEM_000591,ORD_00235,PROD_019,3,582.22,20
ITEM_000592,ORD_00235,PROD_047,2,545.53,15
ITEM_000593,ORD_00235,PROD_047,3,295.2,0
ITEM_000594,ORD_00236,PROD_002,5,249.95,5
ITEM_000595,ORD_00236,PROD_021,4,47.19,5
ITEM_000596,ORD_00237,PROD_006,3,329.97,15
ITEM_000597,ORD_00237,PROD_026,1,128.75,10
ITEM_000598,ORD_00238,PROD_046,3,514.48,10
ITEM_000599,ORD_00239,PROD_023,-3,220.54,15
ITEM_000600,ORD_00239,PROD_047,5,534.37,15
ITEM_000601,ORD_00239,PROD_047,4,582.66,15
ITEM_000602,ORD_00239,PROD_038,4,364.79,5
ITEM_000603,ORD_00240,PROD_034,3,592.18,0
ITEM_000604,ORD_00240,PROD_006,5,18.87,10
ITEM_000605,ORD_00241,PROD_046,2,347.23,5
ITEM_000606,ORD_00241,PROD_025,2,184.34,15
ITEM_000607,ORD_00241,PROD_020,1,503.23,10
ITEM_000608,ORD_00241,PROD_030,4,146.34,0
ITEM_000609,ORD_00242,PROD_041,3,503.03,15
ITEM_000610,ORD_00242,PROD_019,1,259.04,15
ITEM_000611,ORD_00243,PROD_018,1,303.43,0
ITEM_000612,ORD_00243,PROD_038,5,296.08,15
ITEM_000613,ORD_00244,PROD_008,4,233.32,20
ITEM_000614,ORD_00244,PROD_011,1,355.27,5
ITEM_000615,ORD_00244,PROD_045,3,94.27,5
ITEM_000616,ORD_00245,PROD_041,3,548.58,10
ITEM_000617,ORD_00246,PROD_041,3,562.75,20
ITEM_000618,ORD_00247,PROD_039,2,455.29,20
ITEM_000619,ORD_00247,PROD_044,3,482.93,10
ITEM_000620,ORD_00248,PROD_023,1,496.64,0
ITEM_000621,ORD_00248,PROD_024,2,470.6,15
ITEM_000622,ORD_00248,PROD_011,3,74.91,5
ITEM_000623,ORD_00249,PROD_036,2,373.86,20
ITEM_000624,ORD_00249,PROD_045,5,457.44,0
ITEM_000625,ORD_00250,PROD_008,4,494.02,0
ITEM_000626,ORD_00250,PROD_045,4,227.1,15
ITEM_000627,ORD_00250,PROD_022,5,115.74,10
ITEM_000628,ORD_00250,PROD_008,1,145.08,5
ITEM_000629,ORD_00251,PROD_009,3,588.95,15
ITEM_000630,ORD_00251,PROD_050,1,298.29,15
ITEM_000631,ORD_00252,PROD_043,2,315.39,0
ITEM_000632,ORD_00253,PROD_003,1,53.75,0
ITEM_000633,ORD_00253,PROD_039,1,135.16,5
ITEM_000634,ORD_00253,PROD_002,2,68.11,10
ITEM_000635,ORD_00253,PROD_011,5,515.26,20
ITEM_000636,ORD_00254,PROD_007,5,494.46,0
ITEM_000637,ORD_00254,PROD_013,5,579.09,5
ITEM_000638,ORD_00255,PROD_033,1,513.01,15
ITEM_000639,ORD_00256,PROD_044,5,575.28,5
ITEM_000640,ORD_00256,PROD_028,3,140.35,5
ITEM_000641,ORD_00256,PROD_021,4,87.32,0
ITEM_000642,ORD_00257,PROD_046,4,183.64,0
ITEM_000643,ORD_00257,PROD_008,1,240.1,15
ITEM_000644,ORD_00258,PROD_027,4,184.99,15
ITEM_000645,ORD_00258,PROD_031,2,564.36,10
ITEM_000646,ORD_00258,PROD_044,-2,302.61,0
ITEM_000647,ORD_00259,PROD_044,4,64.73,5
ITEM_000648,ORD_00259,PROD_038,4,586.88,5
ITEM_000649,ORD_00259,PROD_013,1,213.1,20
ITEM_000650,ORD_00259,PROD_028,4,439.24,10
ITEM_000651,ORD_00260,PROD_043,4,367.85,15
ITEM_000652,ORD_00260,PROD_010,4,464.28,0
ITEM_000653,ORD_00260,PROD_032,1,150.03,5
ITEM_000654,ORD_00261,PROD_005,1,306.41,0
ITEM_000655,ORD_00262,PROD_021,4,104.35,20
ITEM_000656,ORD_00262,PROD_005,5,401.73,20
ITEM_000657,ORD_00263,PROD_043,4,306.27,20
ITEM_000658,ORD_00263,PROD_035,3,334.77,0
ITEM_000659,ORD_00263,PROD_008,4,239.42,10
ITEM_000660,ORD_00263,PROD_003,4,34.22,20
ITEM_000661,ORD_00264,PROD_009,2,197.79,15
ITEM_000662,ORD_00264,PROD_037,4,409.89,20
ITEM_000663,ORD_00264,PROD_031,5,343.92,5
ITEM_000664,ORD_00265,PROD_038,4,582.96,20
ITEM_000665,ORD_00266,PROD_002,3,360.42,5
ITEM_000666,ORD_00266,PROD_048,3,356.62,10
ITEM_000667,ORD_00266,PROD_023,4,595.29,15
ITEM_000668,ORD_00267,PROD_016,1,152.25,10
ITEM_000669,ORD_00267,PROD_045,5,53.32,10
ITEM_000670,ORD_00267,PROD_002,1,329.97,0
ITEM_000671,ORD_00268,PROD_027,4,170.97,15
ITEM_000672,ORD_00268,PROD_021,-5,235.98,15
ITEM_000673,ORD_00268,PROD_032,3,73.53,5
ITEM_000674,ORD_00268,PROD_049,3,405.42,5
ITEM_000675,ORD_00269,PROD_013,3,305.72,0
ITEM_000676,ORD_00269,PROD_017,5,42.81,20
ITEM_000677,ORD_00269,PROD_040,4,449.59,0
ITEM_000678,ORD_00270,PROD_005,5,346.36,20
ITEM_000679,ORD_00271,PROD_005,4,396.15,10
ITEM_000680,ORD_00271,PROD_028,5,403.12,10
ITEM_000681,ORD_00271,PROD_017,2,380.6,15
ITEM_000682,ORD_00271,PROD_002,5,382.29,20
ITEM_000683,ORD_00272,PROD_043,5,577.84,15
ITEM_000684,ORD_00272,PROD_035,3,488.23,15
ITEM_000685,ORD_00273,PROD_030,5,101.43,5
ITEM_000686,ORD_00274,PROD_005,4,385.85,15
ITEM_000687,ORD_00274,PROD_042,3,108.94,20
ITEM_000688,ORD_00274,PROD_008,2,102.73,0
ITEM_000689,ORD_00275,PROD_036,3,594.91,15
ITEM_000690,ORD_00275,PROD_018,1,94.81,10
ITEM_000691,ORD_00276,PROD_003,5,578.82,15
ITEM_000692,ORD_00276,PROD_006,1,198.63,10
ITEM_000693,ORD_00276,PROD_027,1,539.61,0
ITEM_000694,ORD_00277,PROD_037,2,444.67,0
ITEM_000695,ORD_00277,PROD_038,5,570.56,20
ITEM_000696,ORD_00277,PROD_006,3,154.27,0
ITEM_000697,ORD_00277,PROD_038,3,446.28,5
ITEM_000698,ORD_00278,PROD_012,2,140.25,10
ITEM_000699,ORD_00278,PROD_038,4,47.72,20
ITEM_000700,ORD_00278,PROD_008,3,200.15,15
ITEM_000701,ORD_00278,PROD_018,4,529.47,5
ITEM_000702,ORD_00279,PROD_020,4,27.33,20
ITEM_000703,ORD_00279,PROD_043,1,482.38,0
ITEM_000704,ORD_00279,PROD_025,2,195.92,10
ITEM_000705,ORD_00280,PROD_029,5,242.26,15
ITEM_000706,ORD_00281,PROD_049,3,152.74,5
ITEM_000707,ORD_00281,PROD_041,2,200.55,15
ITEM_000708,ORD_00281,PROD_006,1,496.57,15
ITEM_000709,ORD_00282,PROD_022,4,434.67,0
ITEM_000710,ORD_00282,PROD_033,2,53.82,15
ITEM_000711,ORD_00282,PROD_036,5,446.6,15
ITEM_000712,ORD_00282,PROD_042,1,390.33,15
ITEM_000713,ORD_00283,PROD_041,1,193.75,20
ITEM_000714,ORD_00283,PROD_016,1,317.07,5
ITEM_000715,ORD_00284,PROD_048,3,93.1,5
ITEM_000716,ORD_00284,PROD_019,5,131.22,15
ITEM_000717,ORD_00284,PROD_025,3,567.68,20
ITEM_000718,ORD_00284,PROD_002,-2,555.02,20
ITEM_000719,ORD_00285,PROD_013,1,168.14,5
ITEM_000720,ORD_00285,PROD_028,1,366.23,5
ITEM_000721,ORD_00286,PROD_037,3,83.65,20
ITEM_000722,ORD_00287,PROD_032,4,84.33,5
ITEM_000723,ORD_00287,PROD_018,2,183.46,15
ITEM_000724,ORD_00287,PROD_014,4,366.05,10
ITEM_000725,ORD_00287,PROD_027,2,478.59,0
ITEM_000726,ORD_00288,PROD_029,3,545.79,10
ITEM_000727,ORD_00288,PROD_030,5,65.16,15
ITEM_000728,ORD_00288,PROD_045,2,247.57,5
ITEM_000729,ORD_00289,PROD_017,4,57.74,20
ITEM_000730,ORD_00289,PROD_016,1,290.5,10
ITEM_000731,ORD_00289,PROD_039,5,430.1,0
ITEM_000732,ORD_00289,PROD_040,1,237.85,15
ITEM_000733,ORD_00290,PROD_036,2,39.06,5
ITEM_000734,ORD_00290,PROD_032,3,559.24,15
ITEM_000735,ORD_00290,PROD_046,2,325.3,5
ITEM_000736,ORD_00291,PROD_009,1,307.04,10
ITEM_000737,ORD_00291,PROD_019,3,543.13,10
ITEM_000738,ORD_00291,PROD_017,5,317.43,15
ITEM_000739,ORD_00292,PROD_032,3,461.75,5
ITEM_000740,ORD_00292,PROD_043,5,387.44,15
ITEM_000741,ORD_00293,PROD_015,2,122.14,15
ITEM_000742,ORD_00294,PROD_028,2,82.87,15
ITEM_000743,ORD_00294,PROD_046,1,343.1,15
ITEM_000744,ORD_00294,PROD_047,4,522.12,0
ITEM_000745,ORD_00295,PROD_019,1,120.68,5
ITEM_000746,ORD_00295,PROD_037,5,536.17,20
ITEM_000747,ORD_00295,PROD_001,2,322.72,20
ITEM_000748,ORD_00296,PROD_016,4,464.43,0
ITEM_000749,ORD_00296,PROD_044,-3,589.08,0
ITEM_000750,ORD_00297,PROD_007,3,504.63,5
ITEM_000751,ORD_00297,PROD_046,1,400.83,15
ITEM_000752,ORD_00297,PROD_001,3,207.71,0
ITEM_000753,ORD_00297,PROD_021,5,569.24,20
ITEM_000754,ORD_00298,PROD_042,2,180.53,0
ITEM_000755,ORD_00298,PROD_039,1,238.11,15
ITEM_000756,ORD_00299,PROD_050,2,521.33,0
ITEM_000757,ORD_00299,PROD_011,1,242.27,15
ITEM_000758,ORD_00299,PROD_042,3,105.17,10
ITEM_000759,ORD_00300,PROD_020,4,543.68,20
ITEM_000760,ORD_00300,PROD_007,2,501.75,20
ITEM_000761,ORD_00300,PROD_025,2,293.72,20
ITEM_000762,ORD_00300,PROD_049,5,262.18,10
ITEM_000763,ORD_00301,PROD_006,4,38.66,10
ITEM_000764,ORD_00301,PROD_042,4,416.45,5
ITEM_000765,ORD_00302,PROD_034,5,64.12,15
ITEM_000766,ORD_00302,PROD_031,4,190.73,5
ITEM_000767,ORD_00302,PROD_034,3,265.22,20
ITEM_000768,ORD_00302,PROD_003,1,315.35,20
ITEM_000769,ORD_00303,PROD_043,4,436.38,10
ITEM_000770,ORD_00303,PROD_006,3,464.66,0
ITEM_000771,ORD_00303,PROD_030,1,120.04,5
ITEM_000772,ORD_00303,PROD_027,4,527.9,10
ITEM_000773,ORD_00304,PROD_049,5,407.1,20
ITEM_000774,ORD_00304,PROD_012,3,138.47,0
ITEM_000775,ORD_00304,PROD_044,5,77.2,20
ITEM_000776,ORD_00305,PROD_001,1,115.47,15
ITEM_000777,ORD_00306,PROD_048,4,367.1,15
ITEM_000778,ORD_00306,PROD_040,3,226.03,15
ITEM_000779,ORD_00306,PROD_009,3,23.12,0
ITEM_000780,ORD_00306,PROD_013,1,517.52,5
ITEM_000781,ORD_00307,PROD_028,2,507.62,20
ITEM_000782,ORD_00307,PROD_050,2,286.1,15
ITEM_000783,ORD_00307,PROD_011,-4,542.91,15
ITEM_000784,ORD_00307,PROD_029,4,357.36,5
ITEM_000785,ORD_00308,PROD_026,5,44.79,0
ITEM_000786,ORD_00308,PROD_046,1,267.6,15
ITEM_000787,ORD_00308,PROD_039,4,442.68,10
ITEM_000788,ORD_00309,PROD_033,4,360.76,20
ITEM_000789,ORD_00310,PROD_034,2,26.13,20
ITEM_000790,ORD_00310,PROD_018,3,537.33,15
ITEM_000791,ORD_00310,PROD_040,4,564.29,10
ITEM_000792,ORD_00310,PROD_002,4,109.38,5
ITEM_000793,ORD_00311,PROD_033,3,143.53,10
ITEM_000794,ORD_00311,PROD_046,5,399.32,5
ITEM_000795,ORD_00311,PROD_025,3,576.48,10
ITEM_000796,ORD_00311,PROD_011,4,378.78,10
ITEM_000797,ORD_00312,PROD_013,4,106.44,15
ITEM_000798,ORD_00313,PROD_032,4,192.64,5
ITEM_000799,ORD_00314,PROD_017,1,223.87,5
ITEM_000800,ORD_00315,PROD_005,5,212.57,0
ITEM_000801,ORD_00315,PROD_036,5,146.1,10
ITEM_000802,ORD_00316,PROD_050,3,528.46,10
ITEM_000803,ORD_00316,PROD_033,2,368.51,0
ITEM_000804,ORD_00316,PROD_029,1,482.41,0
ITEM_000805,ORD_00317,PROD_007,5,496.81,0
ITEM_000806,ORD_00318,PROD_014,2,547.93,5
ITEM_000807,ORD_00319,PROD_032,4,443.54,0
ITEM_000808,ORD_00319,PROD_022,2,494.21,0
ITEM_000809,ORD_00319,PROD_027,2,464.99,0
ITEM_000810,ORD_00320,PROD_033,4,115.19,10
ITEM_000811,ORD_00320,PROD_027,3,225.98,5
ITEM_000812,ORD_00321,PROD_015,5,95.73,15
ITEM_000813,ORD_00321,PROD_030,4,571.83,20
ITEM_000814,ORD_00322,PROD_050,1,20.82,20
ITEM_000815,ORD_00322,PROD_021,1,249.97,5
ITEM_000816,ORD_00322,PROD_049,4,36.7,5
ITEM_000817,ORD_00323,PROD_027,5,250.17,20
ITEM_000818,ORD_00324,PROD_001,3,498.8,20
ITEM_000819,ORD_00324,PROD_045,5,251.3,5
ITEM_000820,ORD_00324,PROD_040,5,396.44,10
ITEM_000821,ORD_00325,PROD_006,2,36.63,10
ITEM_000822,ORD_00325,PROD_048,4,529.73,20
ITEM_000823,ORD_00325,PROD_006,5,314.33,10
ITEM_000824,ORD_00325,PROD_041,5,108.62,0
ITEM_000825,ORD_00326,PROD_020,2,440.01,20
ITEM_000826,ORD_00326,PROD_024,1,166.96,20
ITEM_000827,ORD_00326,PROD_049,3,395.81,0
ITEM_000828,ORD_00327,PROD_001,3,280.09,5
ITEM_000829,ORD_00327,PROD_041,5,404.33,20
ITEM_000830,ORD_00327,PROD_019,2,405.15,20
ITEM_000831,ORD_00327,PROD_034,2,446.44,0
ITEM_000832,ORD_00328,PROD_050,5,226.34,0
ITEM_000833,ORD_00328,PROD_027,2,62.94,0
ITEM_000834,ORD_00328,PROD_031,4,140.65,0
ITEM_000835,ORD_00329,PROD_036,5,318.58,15
ITEM_000836,ORD_00329,PROD_041,3,262.7,15
ITEM_000837,ORD_00329,PROD_027,4,496.93,5
ITEM_000838,ORD_00330,PROD_009,4,581.3,20
ITEM_000839,ORD_00330,PROD_014,5,281.43,0
ITEM_000840,ORD_00331,PROD_008,5,366.94,15
ITEM_000841,ORD_00331,PROD_037,1,184.41,20
ITEM_000842,ORD_00332,PROD_024,1,192.41,15
ITEM_000843,ORD_00332,PROD_010,1,473.52,15
ITEM_000844,ORD_00333,PROD_014,3,122.1,15
ITEM_000845,ORD_00334,PROD_005,1,524.2,15
ITEM_000846,ORD_00335,PROD_029,5,541.67,15
ITEM_000847,ORD_00335,PROD_039,4,92.69,5
ITEM_000848,ORD_00335,PROD_049,5,278.21,15
ITEM_000849,ORD_00335,PROD_021,2,67.25,20
ITEM_000850,ORD_00336,PROD_026,4,213.31,0
ITEM_000851,ORD_00336,PROD_042,4,66.79,5
ITEM_000852,ORD_00336,PROD_050,1,428.83,20
ITEM_000853,ORD_00336,PROD_006,1,127.57,20
ITEM_000854,ORD_00337,PROD_049,5,293.36,0
ITEM_000855,ORD_00338,PROD_002,5,175.85,5
ITEM_000856,ORD_00339,PROD_035,5,370.01,15
ITEM_000857,ORD_00339,PROD_002,5,213.87,5
ITEM_000858,ORD_00340,PROD_021,1,238.48,0
ITEM_000859,ORD_00340,PROD_035,1,113.37,5
ITEM_000860,ORD_00340,PROD_006,2,105.22,15
ITEM_000861,ORD_00340,PROD_021,2,121.15,0
ITEM_000862,ORD_00341,PROD_010,4,256.5,10
ITEM_000863,ORD_00341,PROD_008,3,45.35,5
ITEM_000864,ORD_00341,PROD_032,5,312.54,20
ITEM_000865,ORD_00342,PROD_021,1,286.92,15
ITEM_000866,ORD_00342,PROD_027,1,385.62,0
ITEM_000867,ORD_00342,PROD_038,3,409.93,5
ITEM_000868,ORD_00342,PROD_009,5,193.2,15
ITEM_000869,ORD_00343,PROD_033,1,134.02,5
ITEM_000870,ORD_00343,PROD_011,3,472.48,20
ITEM_000871,ORD_00343,PROD_036,4,279.27,0
ITEM_000872,ORD_00343,PROD_040,4,184.21,5
ITEM_000873,ORD_00344,PROD_031,1,174.88,10
ITEM_000874,ORD_00345,PROD_014,3,357.32,20
ITEM_000875,ORD_00345,PROD_048,3,327.44,0
ITEM_000876,ORD_00345,PROD_045,3,86.94,5
ITEM_000877,ORD_00345,PROD_028,5,138.35,20
ITEM_000878,ORD_00346,PROD_049,3,429.04,10
ITEM_000879,ORD_00346,PROD_021,2,214.85,15
ITEM_000880,ORD_00346,PROD_045,5,93.23,0
ITEM_000881,ORD_00347,PROD_044,1,116.52,20
ITEM_000882,ORD_00347,PROD_035,4,62.47,0
ITEM_000883,ORD_00347,PROD_043,5,275.43,0
ITEM_000884,ORD_00347,PROD_025,3,499.07,10
ITEM_000885,ORD_00348,PROD_045,2,590.52,0
ITEM_000886,ORD_00348,PROD_013,4,275.08,5
ITEM_000887,ORD_00348,PROD_044,1,554.02,10
ITEM_000888,ORD_00348,PROD_040,2,380.76,5
ITEM_000889,ORD_00349,PROD_003,4,179.24,20
ITEM_000890,ORD_00349,PROD_041,-2,246.71,10
ITEM_000891,ORD_00350,PROD_043,2,447.21,20
ITEM_000892,ORD_00350,PROD_038,5,90.02,0
ITEM_000893,ORD_00350,PROD_037,2,515.46,20
ITEM_000894,ORD_00350,PROD_044,3,28.52,20
ITEM_000895,ORD_00351,PROD_001,5,563.67,0
ITEM_000896,ORD_00351,PROD_027,3,175.31,20
ITEM_000897,ORD_00351,PROD_034,4,459.03,5
ITEM_000898,ORD_00352,PROD_035,3,277.58,0
ITEM_000899,ORD_00353,PROD_037,2,487.49,5
ITEM_000900,ORD_00353,PROD_016,4,130.17,10
ITEM_000901,ORD_00353,PROD_041,3,71.58,15
ITEM_000902,ORD_00353,PROD_038,4,481.37,10
ITEM_000903,ORD_00354,PROD_016,2,575.9,0
ITEM_000904,ORD_00354,PROD_016,3,566.98,20
ITEM_000905,ORD_00354,PROD_007,5,380.83,20
ITEM_000906,ORD_00355,PROD_003,1,235.78,0
ITEM_000907,ORD_00356,PROD_029,1,47.05,20
ITEM_000908,ORD_00356,PROD_044,4,47.64,0
ITEM_000909,ORD_00357,PROD_040,4,454.9,5
ITEM_000910,ORD_00357,PROD_040,5,21.2,15
ITEM_000911,ORD_00357,PROD_040,4,377.25,10
ITEM_000912,ORD_00358,PROD_038,4,127.6,0
ITEM_000913,ORD_00359,PROD_038,5,476.81,5
ITEM_000914,ORD_00360,PROD_027,5,296.62,20
ITEM_000915,ORD_00360,PROD_009,4,481.26,0
ITEM_000916,ORD_00361,PROD_033,3,576.45,10
ITEM_000917,ORD_00361,PROD_035,3,468.66,5
ITEM_000918,ORD_00362,PROD_019,3,230.77,0
ITEM_000919,ORD_00362,PROD_044,5,99.59,5
ITEM_000920,ORD_00362,PROD_036,5,517.34,15
ITEM_000921,ORD_00362,PROD_013,3,389.72,5
ITEM_000922,ORD_00363,PROD_031,3,421.45,15
ITEM_000923,ORD_00364,PROD_022,5,375.42,15
ITEM_000924,ORD_00364,PROD_030,3,527.52,0
ITEM_000925,ORD_00364,PROD_001,4,388.68,5
ITEM_000926,ORD_00365,PROD_031,5,444.73,10
ITEM_000927,ORD_00365,PROD_012,4,498.26,0
ITEM_000928,ORD_00365,PROD_023,-3,32.56,0
ITEM_000929,ORD_00365,PROD_013,2,384.33,10
ITEM_000930,ORD_00366,PROD_019,1,116.88,10
ITEM_000931,ORD_00367,PROD_016,3,119.45,0
ITEM_000932,ORD_00367,PROD_007,2,27.28,5
ITEM_000933,ORD_00368,PROD_014,1,193.47,5
ITEM_000934,ORD_00368,PROD_043,3,115.25,20
ITEM_000935,ORD_00368,PROD_046,5,53.25,5
ITEM_000936,ORD_00368,PROD_013,2,326.54,10
ITEM_000937,ORD_00369,PROD_041,5,158.06,0
ITEM_000938,ORD_00369,PROD_035,5,187.1,5
ITEM_000939,ORD_00369,PROD_041,3,480.43,5
ITEM_000940,ORD_00370,PROD_031,2,477.73,20
ITEM_000941,ORD_00370,PROD_025,1,454.52,20
ITEM_000942,ORD_00370,PROD_030,3,119.71,10
ITEM_000943,ORD_00370,PROD_046,5,574.11,15
ITEM_000944,ORD_00371,PROD_038,5,395.1,5
ITEM_000945,ORD_00371,PROD_029,2,519.95,15
ITEM_000946,ORD_00371,PROD_025,2,349.25,10
ITEM_000947,ORD_00372,PROD_049,5,64.16,15
ITEM_000948,ORD_00372,PROD_038,5,39.07,20
ITEM_000949,ORD_00372,PROD_029,5,288.52,15
ITEM_000950,ORD_00373,PROD_025,4,29.46,15
ITEM_000951,ORD_00373,PROD_005,2,225.07,0
ITEM_000952,ORD_00373,PROD_033,3,334.79,0
ITEM_000953,ORD_00374,PROD_005,2,225.74,20
ITEM_000954,ORD_00374,PROD_044,2,207.61,10
ITEM_000955,ORD_00374,PROD_039,3,598.83,20
ITEM_000956,ORD_00375,PROD_019,1,496.05,15
ITEM_000957,ORD_00375,PROD_049,4,398.36,15
ITEM_000958,ORD_00375,PROD_010,5,521.3,5
ITEM_000959,ORD_00376,PROD_034,2,358.4,20
ITEM_000960,ORD_00376,PROD_030,4,214.29,0
ITEM_000961,ORD_00377,PROD_045,2,259.35,15
