product_id,title,rating,initial_price,discount,category,total_amount
18970176,Allen Solly Junior,4.6,1599,62.0,track-pants,1599
18138806,max,4.6,599,20.0,track-pants,599
18670518,max,4.9,599,20.0,track-pants,599
17628782,Roadster,4.1,1999,0.0,track-pants,1999
17628712,Roadster,4.3,1799,0.0,track-pants,1799
18537496,Bannos Swagger,5.0,1699,76.0,track-pants,1699
18970196,Allen Solly Junior,4.3,1499,30.0,track-pants,1499
18970104,Allen Solly Junior,4.8,1499,50.0,track-pants,1499
17663904,Pantaloons Junior,4.6,849,22.0,trousers,849
17760062,H&M,4.2,1499,25.0,trousers,1499
17647372,bebe,4.2,2899,0.0,trousers,2899
17760038,H&M,4.3,1299,25.0,trousers,1299
19289426,Van Heusen Woman,4.1,2499,5.0,trousers,2499
10019547,XYXX,4.7,1197,14.0,trunk,1197
10591036,Van Heusen,4.5,529,0.0,trunk,529
20042464,XYXX,4.2,339,24.0,trunk,339
17352320,ether,4.4,1099,47.0,tshirts,1099
17403950,Mast & Harbour,4.2,899,0.0,tshirts,899
8901821,UNDER ARMOUR,4.3,1999,0.0,tshirts,1999
18817326,Tommy Hilfiger,4.4,2799,40.0,tshirts,2799
8426447,WROGN,4.2,1599,50.0,tshirts,1599
20355284,Roadster,4.2,999,53.0,tshirts,999
18818696,Tommy Hilfiger,4.4,1999,40.0,tshirts,1999
9213113,Roadster,4.1,799,50.0,tshirts,799
13511732,Puma,4.4,3999,0.0,tshirts,3999
13615634,U.S. Polo Assn.,4.5,1699,40.0,tshirts,1699
13502414,Puma,4.3,1499,0.0,tshirts,1499
13621134,Roadster,4.1,1399,50.0,tshirts,1399
17686030,Allen Solly Tribe,4.3,1499,30.0,tshirts,1499
13616400,Arrow New York,4.8,899,25.0,tshirts,899
13480864,Aeropostale,4.2,1199,0.0,tshirts,1199
13622338,Roadster,4.4,899,55.0,tshirts,899
16277914,Parx,4.9,1399,53.0,tshirts,1399
16292318,Bewakoof,4.2,1399,60.0,tshirts,1399
19201678,Tokyo Talkies,4.1,699,58.0,tshirts,699
16923916,Monte Carlo,4.8,835,25.0,tshirts,835
20085320,BULLMER,4.8,3998,80.0,tshirts,3998
12987894,AMERICAN EAGLE OUTFITTERS,4.4,1799,80.0,tshirts,1799
12953958,Allen Solly,4.4,999,40.0,tshirts,999
22629260,max,4.4,799,40.0,tshirts,799
19291812,Mad Over Print,4.8,1599,58.0,tshirts,1599
19206288,FERANOID,4.2,1199,50.0,tshirts,1199
16287616,Juniper,4.3,1299,51.0,tunics,1299
16287462,Juniper,4.3,1299,43.0,tunics,1299
16293014,Nayo,4.2,1199,43.0,tunics,1199
16293018,Nayo,4.3,1199,43.0,tunics,1199
17716590,Tommy Hilfiger,4.5,4299,40.0,wallets,4299
9452773,Louis Philippe,4.3,1799,25.0,wallets,1799
18864968,Lavie,4.4,1999,65.0,wallets,1999
9029979,Hidesign,4.4,2595,0.0,wallets,2595
16295388,LOUIS STITCH,4.4,4200,75.0,wallets,4200
17981742,MVMT,4.5,20832,50.0,watches,20832
17697474,Timex,4.9,1995,20.0,watches,1995
8076639,French Connection,4.4,6250,60.0,watches,6250
21948792,Adwitiya Collection,4.1,9709,72.0,watches,9709
2466414,Daniel Klein,4.4,6950,53.0,watches,6950
11791782,CASIO,4.6,3595,10.0,watches,3595
8481603,French Connection,4.5,6250,70.0,watches,6250
16896006,GUESS,5.0,8900,45.0,watches,8900
19280114,Fastrack,4.3,3295,20.0,watches,3295
